,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,Profile
8003,Stacey Ross,34010851,0,66,53,2,4,1,4,6,5,43,72,80,2
8004,Juanita Osgood,12368555,24,54,27,3,4,6,0,5,1,69,61,53,5
8005,Jose Rosado,53277459,40,24,32,8,4,2,4,4,2,79,82,67,0
8006,Monica Ward,47699707,32,53,38,2,5,1,3,4,1,75,53,78,5
8007,Margaret Parrish,52091739,54,93,27,4,1,2,1,4,2,65,86,78,1
8008,Anthony Silva,47793140,55,29,40,3,6,2,1,5,2,67,56,71,5
8009,William Goodell,98806074,68,59,23,5,5,4,4,5,3,,55,70,3
8010,Martha Huerta,99425773,75,21,62,6,6,7,5,5,2,56,49,70,0
8011,Jarrod Washer,6548463,0,24,52,5,6,2,2,3,3,92,74,78,1
8012,Jacquelyn Risner,6724193,32,29,52,5,1,3,4,2,3,62,40,44,4
8013,Delbert Lopez,29783266,11,38,15,2,5,4,5,5,2,63,41,60,4
8014,Elizabeth Gill,79331791,66,8,51,1,8,7,5,8,2,64,54,81,0
8015,Sadie Laverdiere,92756454,24,41,60,3,2,10,2,2,2,38,82,78,4
8016,Maria Norton,4706328,39,21,86,2,2,5,5,2,2,55,60,48,4
8017,Raymond Przedwiecki,27453549,48,35,37,2,4,4,0,6,1,70,70,63,5
8018,Thomas Silver,74123392,56,28,9,3,4,4,0,6,4,68,56,56,0
8019,Gordon Mccardell,55296832,30,44,39,3,6,6,3,6,2,34,68,23,2
8020,Melissa Hunt,42448151,40,34,60,5,5,1,0,5,3,49,91,48,2
8021,Jessie Stelzer,97035201,52,38,48,4,4,4,4,8,4,46,61,59,5
8022,Christopher Drummond,28197211,14,40,0,5,5,4,7,0,3,69,75,59,3
8023,Inez Tutwiler,94607769,35,49,20,5,2,0,2,4,4,79,55,41,0
8024,Marleen Ponce,31996220,2,10,0,2,3,3,2,3,3,44,38,76,4
8025,Jamie Purdy,85730937,38,83,23,6,2,8,4,2,4,57,72,93,5
8026,Anne Davis,47197016,46,33,63,2,3,1,0,5,3,36,68,55,2
8027,Blanche Dryden,52962637,60,32,60,5,4,6,1,3,1,54,53,56,5
8028,Kimberly Wilcox,10937107,42,15,27,6,5,4,5,2,3,71,80,75,0
8029,Robert Parks,11760188,56,43,0,5,6,6,6,2,8,68,62,36,3
8030,Frances Green,38548025,64,10,20,1,3,4,0,5,0,59,51,63,0
8031,Kevin Hancock,24113202,44,86,37,4,6,0,5,4,3,59,76,84,2
8032,Thomas Robinson,87592356,83,92,40,9,1,0,3,9,1,51,74,89,1
8033,Jason Dunham,31721990,46,46,19,4,2,4,4,3,5,56,70,90,5
8034,Patricia Carr,63316073,41,58,46,6,3,1,4,5,1,74,76,75,1
8035,Jeanette Michael,23591762,8,26,81,6,3,7,4,2,2,50,95,63,4
8036,Gregory Jackson,76237061,26,42,30,3,4,1,3,8,0,94,64,77,1
8037,Dale Evans,13265415,28,67,10,5,3,5,1,5,6,59,65,94,5
8038,Rodney Sokol,57463711,0,72,47,4,1,4,9,3,5,72,57,79,3
8039,Thomas Elliott,90504682,51,31,56,4,5,3,2,4,2,75,76,60,2
8040,Michelle Oneal,40714551,57,58,66,5,7,3,5,7,2,78,78,68,4
8041,Barbara Kells,2860979,0,0,81,2,5,3,5,4,2,100,92,73,1
8042,Catherine Oberpriller,53650168,38,37,29,5,4,5,2,2,3,51,61,83,5
8043,Barbar Caudill,97818081,29,68,11,3,5,4,1,5,3,75,69,72,1
8044,John Chao,57456590,21,70,46,6,6,5,6,4,5,56,52,70,3
8045,Luis Carreno,38862737,66,71,0,6,12,5,8,3,8,72,93,60,0
8046,Rene Burroughs,7563939,69,81,31,5,2,2,2,5,4,50,54,65,1
8047,Bess Johnson,29490989,51,60,32,2,7,1,3,5,3,39,60,90,4
8048,Keith Zuckerman,73083815,73,69,60,5,2,1,4,6,2,52,64,83,1
8049,Rocky Yazzie,32923468,54,3,27,2,5,2,2,7,3,78,57,66,0
8050,Antoinette Mckenzie,82636236,16,46,31,2,5,6,0,3,7,56,65,57,1
8051,Aaron Smith,76409229,30,75,73,5,3,0,2,4,2,68,66,73,2
8052,Gerald Claypool,81043553,72,22,56,6,4,5,3,3,2,54,78,80,5
8053,Kenneth Gill,29138951,4,40,24,10,3,7,6,4,3,75,48,78,3
8054,Mary Adams,11742326,38,57,22,1,2,5,4,8,0,70,70,69,1
8055,Alex Harris,90417482,89,72,46,3,2,6,5,7,10,51,54,53,3
8056,Sally Kincaid,8464476,79,73,56,4,0,0,6,5,3,58,80,91,1
8057,David Hill,26059033,25,69,67,1,3,2,5,5,5,69,43,82,5
8058,Joe Roberts,32106727,9,61,42,3,8,0,2,4,2,49,85,61,2
8059,Vernice Piatek,90320958,38,55,24,3,7,7,2,2,1,30,62,82,4
8060,Ida Schmidt,83432276,87,27,55,3,6,4,4,6,3,53,43,62,0
8061,Roman Marquez,67912716,8,12,26,1,2,5,4,3,4,72,69,72,4
8062,Patricia Burke,26102608,62,19,23,6,4,5,0,6,0,60,59,42,5
8063,Mindy Laver,72034354,24,33,47,5,1,5,7,3,3,80,87,61,4
8064,Danny Arias,25662313,52,59,46,4,5,7,2,0,3,41,78,86,4
8065,Robert Ladd,50215466,17,31,42,2,3,3,0,6,4,29,76,43,2
8066,Maria Vance,31641573,43,29,86,4,2,4,6,6,2,65,91,59,4
8067,Katherine Carter,29150989,30,72,41,5,6,1,5,4,4,77,88,89,2
8068,Laurence Pope,2320301,13,87,61,4,5,2,5,6,3,64,71,61,2
8069,Alice Gilbert,15837451,34,26,31,3,4,2,3,3,0,75,63,59,0
8070,John Reynolds,56096091,59,43,63,4,6,0,7,5,3,71,73,66,4
8071,David Reed,15824870,48,21,20,5,2,8,0,5,1,57,56,39,5
8072,William Delacruz,3158458,21,40,29,6,1,3,6,4,4,81,77,75,3
8073,Troy Turrey,83120438,52,58,48,5,6,3,2,3,4,64,70,73,4
8074,Jessica Creagh,55570818,40,41,74,2,4,5,3,3,3,59,84,68,4
8075,Cheryl Myers,2056642,0,42,74,2,4,5,3,7,3,59,58,44,3
8076,Kenneth Lynn,8774466,41,20,6,6,7,0,7,3,5,68,79,74,3
8077,Joyce Mcconnell,33948816,30,51,29,3,7,3,4,8,2,94,68,56,0
8078,Cathleen Boch,50943165,0,93,4,0,0,0,0,5,2,,46,13,0
8079,Charles Wittstock,12960663,41,34,36,4,7,2,4,4,2,70,51,71,4
8080,Brent Waverly,61428166,51,55,58,2,7,3,2,5,3,53,70,83,4
8081,Peggy Carter,71213690,76,62,31,6,3,4,5,2,5,76,53,65,3
8082,Joan Barnas,86965083,0,64,61,3,1,5,4,2,4,82,99,75,3
8083,Joseph Finzel,92787620,13,56,47,2,6,4,3,5,3,56,64,49,2
8084,Bertha Tapley,12367350,7,38,48,5,8,3,3,6,1,100,88,86,1
8085,Sydney Darden,13345124,35,49,56,3,2,5,1,5,5,60,47,70,5
8086,John Richards,95108366,75,44,53,5,3,6,4,5,4,54,74,76,5
8087,Donald Guillotte,51607677,29,32,64,3,6,3,3,4,3,78,77,61,2
8088,Shana Pak,45206337,29,80,83,4,5,5,5,5,1,89,49,47,2
8089,Paula Stephens,88759801,74,86,35,6,2,2,4,1,5,63,71,57,1
8090,Theodore Raab,58436652,33,35,52,1,5,1,2,4,1,52,74,61,2
8091,Charles Fee,10650051,56,34,54,5,1,6,2,0,4,62,50,87,5
8092,Kathleen Greene,38228776,55,69,49,3,2,2,8,3,4,60,54,76,3
8093,Hilda Harris,15538184,33,28,14,9,3,9,3,3,10,92,67,77,3
8094,Irving Jackson,5778395,18,44,37,2,2,1,3,5,3,69,77,83,1
8095,Steven Hamiton,1703731,10,29,29,4,6,0,3,5,4,92,76,80,1
8096,Travis Shu,5514105,24,30,25,2,6,4,5,5,4,70,69,75,2
8097,Marguerite Irwin,35365800,48,65,15,4,4,4,3,2,0,52,65,68,3
8098,James Novoa,4096442,54,42,46,2,3,4,2,2,5,61,71,83,4
8099,William Olson,18478430,6,14,58,0,5,2,1,8,3,75,78,79,1
8100,David Bruton,78734308,33,38,60,1,4,5,0,2,4,55,59,80,5
8101,Leon Schroepfer,12069626,25,110,74,5,4,1,5,6,3,55,66,70,2
8102,Doug Jones,59609360,0,43,32,6,4,3,9,0,2,83,67,81,3
8103,Charles Kennedy,75834702,0,60,0,0,2,3,1,0,8,79,82,63,1
8104,James Reinert,39570366,86,32,54,3,5,3,5,9,4,50,82,65,5
8105,Helen Gonzalez,51904128,57,42,56,1,4,2,2,4,0,68,52,49,0
8106,Joshua Crews,890326,24,61,35,5,5,3,2,8,0,64,55,53,5
8107,Angela Emmons,24200592,74,45,40,4,7,6,4,2,0,83,53,35,2
8108,Gloria Sones,86490837,33,55,51,3,6,4,4,4,1,76,65,45,2
8109,Harold Alverson,59049880,16,37,33,5,4,2,7,5,3,64,77,70,3
8110,Blake Hill,9091631,31,29,75,2,4,4,7,4,2,89,90,82,1
8111,Alecia Allison,72958709,17,2,0,4,2,0,4,3,4,92,83,71,0
8112,Mark Mason,24633529,49,78,37,3,4,4,7,7,7,46,55,76,5
8113,John Cain,48272007,0,17,43,3,6,2,2,9,0,96,68,85,1
8114,Douglas Theriot,61661660,69,73,31,6,4,7,4,4,6,63,43,55,3
8115,Romana Douglas,18242281,21,30,61,5,6,3,3,7,2,65,61,85,1
8116,Kelly Flynn,48114559,31,21,66,3,4,2,6,6,1,66,64,69,0
8117,Susan Bring,31212142,65,68,52,4,6,4,1,1,5,76,85,86,4
8118,Shannon Oshell,63641842,30,32,52,3,2,3,6,4,4,70,85,84,1
8119,Rachel Tiano,30356447,42,52,49,4,5,1,1,4,1,48,85,51,2
8120,Jesus Murray,62952073,63,30,43,4,7,2,4,6,4,67,62,56,0
8121,Eliana Fuente,29751757,17,55,53,4,5,4,4,5,5,63,65,69,2
8122,Juan Turbeville,58094308,11,2,43,2,2,10,0,1,3,71,97,90,4
8123,Marie Hockenberry,84409051,53,69,24,4,1,1,3,5,5,50,68,87,1
8124,Shirley Jacobs,94090265,28,69,19,5,4,3,1,8,4,71,51,86,5
8125,Gordon Alexander,23224357,41,34,25,5,2,4,7,9,7,53,77,60,3
8126,Normand Lindsey,61211262,82,9,26,3,5,4,2,5,3,48,79,57,2
8127,Tamara Reyes,8640183,43,49,31,4,0,4,8,4,3,77,69,60,3
8128,Elizabeth Toomey,92299349,25,72,3,1,3,5,0,4,3,77,77,66,1
8129,Charles Pemberton,69471026,96,20,71,3,6,8,6,6,4,47,32,69,0
8130,Mary Lynch,93634701,26,20,33,1,4,9,2,3,2,64,82,80,4
8131,Richard Cole,8868935,40,26,8,9,4,5,7,4,3,72,47,71,3
8132,Reginald Adams,67612687,22,0,54,0,3,1,1,9,6,37,92,83,2
8133,Gloria Sorkin,87523886,18,39,21,4,1,0,2,5,3,64,53,71,1
8134,Robert Chirinos,15641818,15,18,37,2,3,8,4,3,2,66,85,77,4
8135,Lena Smith,51826835,25,3,29,0,2,2,6,5,2,47,60,71,4
8136,Walton Johnson,21087865,126,26,14,2,7,6,3,2,3,42,46,54,0
8137,William White,39919688,20,41,47,3,7,1,0,7,5,70,63,76,1
8138,Carl Osborne,19934535,44,1,29,3,6,4,4,4,2,74,74,74,0
8139,Sandra Smith,24290832,2,65,0,3,3,0,1,3,3,96,77,44,0
8140,Robert Larson,38642596,71,35,35,1,6,2,4,3,2,53,57,53,0
8141,Rena Bodnar,61512276,71,40,34,1,5,3,2,4,2,57,28,44,0
8142,Sarah Finnie,42560793,2,88,82,6,2,4,2,6,6,56,65,48,2
8143,Mark Richardson,19855043,30,33,57,4,3,2,1,6,4,48,78,59,2
8144,Daniel Smith,91802324,55,46,37,2,2,1,3,5,4,69,28,35,0
8145,Racheal Mullins,70366028,19,35,22,5,3,7,5,1,8,90,74,83,3
8146,Donald Jefferson,57423947,83,109,2,6,0,1,4,2,5,57,82,69,1
8147,Fred Roldan,90313997,22,11,48,3,4,8,4,3,1,67,73,66,4
8148,Reid Guzman,23868022,34,58,8,4,5,3,1,6,1,65,64,63,5
8149,Deanne Wilson,15949630,54,85,61,5,0,7,3,4,5,74,54,77,3
8150,Kristina Brewington,95955913,91,54,33,1,0,4,6,5,10,77,73,51,3
8151,Sharon Thompson,28734482,18,51,62,2,3,5,4,7,4,49,58,47,2
8152,Donald Curtis,12972486,76,49,53,8,3,5,7,3,1,56,40,63,5
8153,Sam Ramos,74858797,37,77,0,3,2,4,2,8,1,66,68,77,1
8154,Craig Hayes,66699653,53,25,45,4,3,1,2,8,5,74,38,47,0
8155,Crystal Moe,89142618,59,47,50,8,7,4,1,4,1,64,86,30,2
8156,Ike Eidson,6295441,20,31,26,0,3,9,4,4,1,38,77,73,4
8157,Garry Sum,82493226,77,65,3,5,3,4,6,11,4,54,56,66,5
8158,Martha Wilson,12350051,60,68,39,3,0,1,5,10,0,54,56,94,1
8159,Victoria Gonzalez,50665454,57,60,60,2,0,4,4,4,5,55,71,67,1
8160,Miguel Belk,91791777,65,26,12,4,5,1,6,3,5,63,77,74,3
8161,Willis Hall,48809188,55,56,48,7,3,2,3,6,4,,76,79,1
8162,Sean Krause,80082362,21,40,22,5,5,5,0,3,0,63,65,61,5
8163,Helena Mcgee,7928960,38,49,63,6,4,2,5,1,4,50,54,56,4
8164,Michael Doran,61886902,29,71,13,2,3,4,2,3,4,74,80,65,1
8165,Shirley Winchell,70511213,68,32,2,10,0,8,0,3,4,71,66,90,5
8166,Elaine Stringer,21743193,83,12,13,1,7,6,5,5,5,61,67,70,0
8167,Thomas Uchida,41417903,27,34,54,3,4,2,1,3,5,77,77,84,4
8168,Jesusa Carrier,46392412,62,50,16,3,6,5,2,3,8,54,80,64,3
8169,Darla Biddle,28021728,64,48,79,3,2,4,3,2,4,58,85,71,4
8170,Daniel Rappa,11997130,39,71,20,5,4,5,1,3,6,54,70,68,1
8171,Shirley Laporte,96621391,13,41,42,7,4,7,3,4,8,78,75,89,3
8172,Mark Richardson,91974656,11,13,51,3,2,10,2,3,2,63,83,75,4
8173,Ethel Boone,82676015,46,79,0,4,3,5,3,4,3,65,69,55,1
8174,Lori Fiorentino,68803228,9,32,22,7,5,7,6,3,7,74,71,76,1
8175,Judith Gaytan,10916883,54,55,39,1,4,7,1,5,2,39,77,85,4
8176,Ebony Gulley,42488615,42,27,74,5,4,4,0,2,0,76,41,63,5
8177,Mary Mccloud,43308436,70,39,25,4,8,6,2,5,2,66,64,61,0
8178,Loren Dietrich,70625670,77,20,41,3,8,5,4,5,3,60,51,62,0
8179,Sean Blood,60322980,20,65,40,5,2,7,3,4,6,77,70,60,3
8180,James Fincher,24058684,0,75,73,3,1,2,2,6,5,49,73,64,2
8181,Franklin Simpson,50487449,82,26,18,4,5,6,3,2,3,55,39,55,0
8182,Sarah Macgregor,70304183,56,31,55,5,4,7,1,5,2,43,63,53,5
8183,Lucy Moreno,64347425,11,33,37,5,4,1,2,8,5,99,53,53,0
8184,Hazel Baxter,6670829,3,58,0,3,7,5,0,5,4,71,40,41,1
8185,Carol Blake,83069963,45,48,57,1,2,5,2,8,0,64,68,67,1
8186,Carmen Macpherson,95928599,35,86,28,3,8,2,5,4,3,57,86,63,2
8187,Jeremy Branch,18220928,61,40,26,2,6,5,2,5,3,66,45,52,0
8188,Humberto Oiler,89047282,0,90,69,3,4,1,4,6,3,50,79,64,2
8189,Denise Dillehay,28119288,0,30,55,1,3,2,1,6,5,43,78,64,2
8190,Dorothy Nelson,88911167,53,64,14,3,5,4,2,7,4,76,72,67,1
8191,Juana Shannon,3298043,37,50,85,6,3,0,3,3,5,45,36,50,4
8192,Maile Sansburn,62300635,54,43,46,2,4,4,4,6,2,49,79,82,4
8193,Howard Poncedeleon,32958381,13,21,52,3,2,5,2,2,4,76,72,60,4
8194,Rosemary Thorn,29947368,69,48,24,0,7,2,3,2,4,60,41,41,0
8195,Jeannie Sheck,84089298,36,15,21,0,4,4,4,6,2,73,58,71,4
8196,Joan Langley,27358614,35,38,76,5,3,0,3,3,5,67,68,72,4
8197,Leta Janas,90309807,49,51,79,3,2,4,2,6,3,63,58,58,2
8198,Ferne Ludlow,26252700,44,89,43,4,2,4,6,5,6,61,39,90,5
8199,Phyllis Rowan,33103928,57,21,29,7,3,4,4,9,4,61,72,76,3
8200,Briana Edwards,64354704,0,77,56,3,7,5,4,6,2,74,70,34,2
8201,Leona Hecker,88542329,0,22,52,6,3,8,4,0,3,60,76,59,4
8202,Frances Crabtree,85843889,36,74,16,5,4,5,2,6,1,74,71,76,5
8203,Julie Austin,6744774,58,23,2,8,4,6,2,0,2,50,82,88,5
8204,Kellie Fusco,31496469,53,48,28,6,1,7,1,3,5,61,52,87,5
8205,Valerie Acosta,75254367,35,91,79,5,4,3,2,4,2,70,64,45,2
8206,Billy Caban,5344643,38,80,75,6,1,9,3,5,7,68,62,70,3
8207,Lauren Savino,28759137,25,74,59,5,0,8,6,4,7,80,59,71,3
8208,Gilbert Young,16393949,20,39,37,3,8,1,4,4,3,82,80,61,0
8209,Angelina Mcclean,24011136,89,21,37,1,8,8,5,6,0,53,49,75,0
8210,Sandra Fulton,3982127,20,19,37,7,1,6,4,7,6,80,88,71,3
8211,Brian Bently,91629111,58,5,28,6,1,6,2,0,4,50,78,99,5
8212,Donna Green,20200936,57,,21,8,5,4,6,3,2,57,80,90,5
8213,Naomi Distasio,51237006,64,21,79,3,4,4,4,6,3,59,48,66,0
8214,Jennifer Goeltz,74466395,33,39,43,4,3,5,5,3,5,47,55,74,5
8215,George Men,82442527,56,34,67,3,4,4,5,5,5,40,57,60,5
8216,Mayra Gomez,37520133,41,27,62,4,5,3,5,2,0,65,62,64,0
8217,Daniel Krone,95058627,0,0,58,2,10,5,1,8,0,100,62,66,1
8218,Mary Lococo,47987604,20,46,52,4,3,3,1,5,6,44,85,55,5
8219,Helen Ishihara,89462332,4,56,47,2,7,1,1,4,1,63,73,56,2
8220,Michael Chappel,68493205,16,63,31,3,5,4,3,6,1,64,71,60,5
8221,Andrea Pellowski,50589272,50,61,36,4,3,4,8,7,8,51,63,47,3
8222,Marsha Miller,81737490,43,23,35,3,5,3,3,7,4,70,67,67,0
8223,Rosa Mcdougal,37994101,50,41,60,1,5,4,3,5,2,48,67,65,4
8224,Michael Browning,30759285,44,37,0,6,8,4,3,4,3,47,70,65,3
8225,Michael Haley,9562062,0,50,31,6,1,8,6,2,4,86,77,72,3
8226,Ross Lurry,21426281,39,76,0,7,1,8,4,9,5,48,75,72,5
8227,Michael Mears,25359596,74,17,45,4,5,5,4,5,1,61,56,71,0
8228,Jessica Godinho,92290172,9,14,39,0,5,2,2,9,2,75,61,70,1
8229,Anna Gomez,82393300,18,30,5,3,3,5,2,3,4,71,69,87,4
8230,Darryl Jackson,32247571,15,0,55,2,0,8,6,2,1,70,85,53,4
8231,Leroy Pharr,52273313,26,32,36,2,4,5,3,6,5,54,90,60,2
8232,Alysia Lung,44432673,74,54,42,6,3,5,5,5,3,54,56,69,5
8233,Derek Doran,62977184,41,35,15,6,3,4,7,6,6,60,65,63,3
8234,Vonda Trotter,62045585,0,6,41,2,5,1,2,6,3,76,58,76,1
8235,Shirley Guthmiller,78279681,60,32,7,8,2,10,0,4,3,45,88,72,5
8236,Fay Winsor,74765183,18,51,0,0,7,0,1,3,2,83,75,47,0
8237,Clarence Burke,79650248,28,12,33,3,5,3,0,5,4,41,72,47,2
8238,Nicholas Deiss,73646535,44,46,26,3,7,3,5,5,5,43,82,65,2
8239,Gary Thielen,23820043,34,34,23,3,2,4,4,3,7,75,88,86,3
8240,Porter Poulos,69360757,57,41,3,6,3,8,3,4,5,70,69,37,3
8241,Karen Leek,76249415,13,31,15,4,5,3,2,9,1,77,61,84,1
8242,Marie Trusty,65288719,38,30,23,5,4,4,5,4,5,71,83,75,3
8243,Kellie Baker,18954969,0,49,23,2,3,0,3,9,3,100,73,52,0
8244,Lucille Magallan,41531237,24,69,16,6,5,5,5,0,2,75,54,61,3
8245,Mary Raub,68719201,72,17,36,3,5,6,3,4,0,56,72,77,0
8246,Justin Hughes,78118934,21,56,26,1,3,6,1,5,3,74,75,56,1
8247,Leslie Lamus,24267101,63,33,29,5,5,6,3,7,3,71,47,61,0
8248,Ann Pick,84855170,18,18,52,1,2,4,2,6,3,66,57,64,2
8249,Pearl Howell,52273557,26,44,63,4,2,8,3,3,2,55,61,58,4
8250,Brandy Black,83250632,4,29,45,5,1,11,3,0,2,56,100,75,4
8251,Robert Clark,23822734,50,27,45,4,5,1,3,3,4,60,75,57,0
8252,Erin Huddleston,38483899,69,78,32,6,2,0,3,8,2,52,64,92,1
8253,Pat Mcgriff,36310778,62,,53,5,3,2,6,6,5,59,91,100,1
8254,Susan Peters,90201661,66,55,16,4,5,1,2,5,3,70,63,44,0
8255,Rita Bier,62679819,50,33,44,3,7,5,3,3,0,63,60,63,0
8256,Daphne Gordon,61196970,48,71,21,4,2,2,2,0,8,66,79,69,1
8257,John Johnson,90549561,42,43,39,6,4,5,4,3,1,62,55,72,5
8258,Richard Harris,38748464,46,51,76,3,4,9,3,3,1,44,96,74,4
8259,Allen Smith,2069704,41,37,17,5,7,7,1,5,10,62,91,59,3
8260,Elizabeth Hendren,20033196,23,72,34,8,3,6,5,4,2,70,33,74,3
8261,Wendy Rickard,51054947,20,64,41,1,1,3,7,3,4,63,78,73,3
8262,Patrick Cannon,49853530,50,33,14,2,3,3,4,1,6,80,94,76,3
8263,Luis Brown,7573251,46,19,30,2,5,5,3,6,2,73,41,63,0
8264,Jon Price,39656455,10,3,43,4,2,2,3,4,3,68,66,72,4
8265,Joey Lopez,65626817,61,70,0,4,10,3,1,5,3,76,59,41,0
8266,Eleanor Bernard,76412078,51,82,10,4,3,4,5,5,3,63,73,77,1
8267,Essie Garcia,43394861,20,57,14,4,3,5,0,5,1,70,29,50,5
8268,Kelly Magee,50840759,36,56,40,3,6,4,5,6,3,53,62,52,2
8269,Rosalind Meder,27020363,51,27,47,5,3,3,2,4,3,65,64,87,5
8270,Veronica Terry,10546706,42,40,0,1,9,2,4,8,6,87,89,64,0
8271,Vivian Griess,84309424,18,40,39,3,6,4,2,8,3,69,84,82,1
8272,Stephen Denger,78996523,26,33,8,1,5,2,0,5,4,78,60,55,0
8273,James Neiman,27896940,14,27,20,2,4,3,6,6,2,60,62,68,4
8274,William Hefley,73887047,16,67,42,2,7,3,2,3,2,52,76,35,2
8275,John Adorno,30934366,65,38,24,6,2,8,2,4,4,51,63,70,5
8276,Ian Lewis,55088782,33,30,30,1,3,3,9,4,2,72,47,35,4
8277,Jesus Cantu,73416962,20,64,31,3,4,4,5,4,4,57,77,56,3
8278,Brian Paz,69150968,0,23,36,2,6,5,2,2,6,79,91,71,1
8279,Mary Gardner,86834210,64,48,21,4,5,4,4,5,5,53,68,67,3
8280,Walter Peters,69613717,29,36,63,4,4,3,6,7,1,84,89,83,1
8281,Thomas Wolf,87937346,64,20,17,1,8,3,3,5,1,63,73,65,0
8282,Dawn Davis,27028464,29,53,49,7,3,6,6,0,3,47,69,53,4
8283,Pamela White,12697573,0,7,47,1,5,4,2,6,3,79,61,58,5
8284,Gabriel Harris,39145825,44,10,51,1,7,3,5,6,4,66,61,70,0
8285,Cathryn Dyer,98494551,24,47,43,3,6,0,2,5,1,82,56,47,0
8286,Gabriel Dunphy,51457994,15,55,39,3,0,3,7,2,2,66,76,84,3
8287,Owen Fleming,48936739,30,7,25,2,3,1,2,5,0,75,,70,0
8288,Joyce Pancoast,73923063,7,27,52,3,1,8,1,2,3,38,47,63,4
8289,Patrick Trivedi,51469577,62,15,44,1,6,4,4,3,0,64,73,71,0
8290,David Smith,85633583,62,52,57,4,4,4,3,7,2,67,59,63,5
8291,Yesenia White,17774528,29,65,27,4,3,4,2,1,3,73,68,52,1
8292,Ruth Kilgore,19810293,85,41,9,1,11,6,2,1,0,52,77,63,0
8293,Peter Shirley,67923798,41,44,38,1,3,6,3,5,2,59,82,80,4
8294,Theresa Magers,53360201,37,70,40,2,3,3,7,6,6,53,67,87,5
8295,James Hewitt,17132953,69,68,52,3,6,4,3,2,3,46,63,72,4
8296,Gaylord Donelson,78084870,20,20,57,0,1,4,4,7,0,89,82,82,1
8297,Eugene Shelly,18336801,0,10,56,5,0,12,2,0,4,76,,74,4
8298,Harvey Kess,41260408,45,40,63,1,1,,3,5,3,66,62,73,1
8299,Katelyn Wiebe,39460429,0,0,45,3,0,4,1,2,4,36,39,59,4
8300,Martin Robinson,66418790,23,31,25,2,3,2,5,6,3,43,45,68,4
8301,Matthew Robb,93181245,87,90,42,6,2,0,1,11,0,62,68,,1
8302,Marie Bradford,8910166,66,39,24,3,7,6,4,3,2,61,68,42,2
8303,Tracy Badman,27969232,0,28,27,7,5,7,3,1,7,90,85,86,3
8304,Sonia Eaton,36757992,0,13,3,3,2,6,0,2,5,64,54,84,4
8305,Jose Macpartland,40144036,0,51,21,4,3,5,10,2,7,69,77,55,3
8306,Adria Rogers,31498388,13,50,45,2,2,4,0,7,4,75,49,71,5
8307,Della Smtih,8240223,20,63,10,3,4,4,4,2,6,62,91,73,1
8308,Catherine Rieger,49036778,90,92,49,7,8,2,6,3,1,72,79,63,2
8309,Mary Smith,12531221,44,33,59,3,5,2,2,4,3,60,70,63,2
8310,Michael Bottoms,43976477,34,27,52,2,5,3,2,7,2,72,61,63,0
8311,Demarcus Stevenson,29489091,34,53,14,3,4,2,2,7,2,79,72,56,0
8312,Leland Heck,5309614,28,68,11,3,4,3,2,4,5,72,79,76,1
8313,Richard Napolitano,62066111,43,42,15,6,2,5,4,3,4,82,77,58,3
8314,Stephen Couture,15381466,54,37,52,2,4,4,2,3,3,64,68,84,5
8315,Julie Roche,46261202,71,34,27,5,2,7,1,6,3,52,69,69,5
8316,Annette George,66440760,29,59,22,2,5,5,0,5,4,67,72,61,1
8317,Thomas Valentino,6514037,38,41,22,3,5,8,1,3,3,74,70,88,4
8318,Margaret Garon,20201795,23,42,74,3,4,2,2,5,4,61,72,65,2
8319,Timothy Hawk,12285537,19,71,35,5,7,5,4,5,3,66,74,41,2
8320,Carmen Yancey,63229156,66,46,28,7,1,2,5,6,1,65,55,87,3
8321,Rosa Meier,34627849,10,0,46,3,2,3,6,3,3,70,76,63,4
8322,Geraldine Jordan,97667200,0,6,9,1,6,4,0,6,2,86,45,46,1
8323,Eunice Jackson,59680102,25,70,14,8,6,6,5,3,1,49,56,43,3
8324,Todd Saathoff,94398098,58,63,19,5,3,4,2,6,2,72,53,71,5
8325,David Schmitz,42744168,9,30,42,2,4,2,1,3,6,65,48,66,1
8326,Russel Herrington,50636651,31,76,47,4,5,1,3,3,3,62,64,74,2
8327,Herbert Parker,31610092,73,11,51,4,3,7,0,4,1,40,50,4,2
8328,John Leyva,41317357,16,37,56,2,6,3,1,5,3,49,77,38,2
8329,Kurt Henriques,14613298,57,60,30,5,2,7,1,3,5,73,69,69,3
8330,Douglas Seigel,74135675,102,29,24,1,5,8,1,6,1,51,31,56,0
8331,Joseph Jackson,64374484,26,25,11,1,3,1,1,6,3,83,62,60,0
8332,Michael Newsom,2313740,38,53,63,2,0,1,2,6,3,57,70,91,1
8333,Robert Kirkland,51099648,40,61,17,3,1,1,4,3,7,56,72,69,1
8334,Frank Sergi,72742723,74,62,20,4,9,1,0,3,4,63,65,40,0
8335,James Burley,16971425,4,11,45,0,2,4,4,6,3,76,74,81,1
